35.0 31.68 28.73 26.14 23.88 21.91 20.21 18.79 17.66 16.82 16.27 16.0 15.93	28.0 25.06 22.07 19.33 16.85 14.68 12.51 10.23 7.9 5.55 3.22 1.1 0.0	23.51 23.9 21.92 19.8 17.35 17.34 18.23 18.66 18.8 18.67 16.93 13.99	1.5	0
25.0 22.3 19.94 17.89 16.14 14.7 13.59 12.8 12.32 12.12 12.09	23.0 20.14 17.57 15.23 12.76 10.2 7.62 5.08 2.68 0.54 0.0	22.86 20.56 18.74 19.77 20.5 20.61 20.34 19.2 17.08 14.21	1.25	0
34.0 30.56 27.51 24.83 22.48 20.44 18.68 17.21 16.05 15.19 14.63 14.36 14.29	29.0 25.98 22.87 20.04 17.48 15.22 12.93 10.53 8.1 5.66 3.24 1.08 0.0	24.13 24.87 22.66 20.45 18.07 18.31 19.19 19.47 19.55 19.32 17.28 14.46	1.5	0
46.0 42.39 39.08 36.08 33.41 31.06 29.0 27.2 25.64 24.31 23.21 22.34 21.71 21.31 21.13 21.1	30.0 27.76 25.28 22.66 20.02 17.57 15.35 13.44 11.58 9.75 7.91 6.02 4.13 2.29 0.54 0.0	17.92 19.85 20.92 21.1 19.6 17.77 15.3 14.91 14.62 14.76 15.1 15.11 14.74 14.02 10.44	1.875	0
43.0 42.35 41.91 41.67 41.6	6.0 4.4 2.68 1.15 0.0	12.79 13.79 12.24 9.71	0.5	0
20.0 18.02 16.34 14.97 13.92 13.19 12.76 12.61 12.6	17.0 14.67 12.21 9.67 7.13 4.61 2.26 0.2 0.0	18.62 19.69 20.3 20.31 20.16 18.79 16.51 13.52	1.0	0
27.0 26.7 26.54 26.49	3.0 1.77 0.74 0.0	9.82 8.26 6.57	0.375	0
37.0 33.43 30.22 27.38 24.89 22.72 20.83 19.21 17.88 16.84 16.1 15.65 15.47 15.44	30.0 27.17 24.16 21.23 18.56 16.17 14.07 11.82 9.48 7.11 4.73 2.42 0.41 0.0	22.66 24.12 23.4 21.35 19.12 16.79 18.03 18.7 18.98 19.02 18.47 16.09 12.96	1.625	0
21.0 19.39 18.07 17.04 16.3 15.86 15.68 15.65	14.0 11.76 9.44 7.08 4.71 2.41 0.41 0.0	17.92 18.58 18.89 18.92 18.42 16.02 12.88	0.875	0
45.0 44.6 44.41 44.37	4.0 2.34 0.68 0.0	13.25 13.26 9.58	0.375	0
45.0 43.7 42.57 41.62 40.86 40.3 39.95 39.78 39.74	11.0 9.75 8.38 6.9 5.3 3.6 2.04 0.7 0.0	10.01 10.98 11.87 12.77 13.61 12.47 10.69 8.12	1.0	0
48.0 46.31 44.74 43.32 42.06 40.98 40.09 39.4 38.92 38.63 38.51 38.48	14.0 13.08 11.97 10.72 9.36 7.89 6.32 4.65 3.04 1.6 0.4 0.0	7.37 8.88 9.99 10.9 11.72 12.52 13.38 12.85 11.54 9.63 7.1	1.375	0
27.0 26.35 25.88 25.58 25.42 25.37	6.0 4.45 3.05 1.82 0.78 0.0	12.37 11.23 9.88 8.33 6.63	0.625	0
29.0 27.62 26.46 25.52 24.78 24.24 23.88 23.69 23.64	12.0 10.16 8.38 6.68 5.08 3.58 2.15 0.83 0.0	14.71 14.26 13.62 12.77 12.0 11.48 10.58 9.23	1.0	0
26.0 22.71 19.83 17.31 15.12 13.25 11.72 10.53 9.69 9.17 8.94 8.9	28.0 24.58 21.56 18.83 16.28 13.63 10.88 8.1 5.41 2.94 0.71 0.0	27.36 24.17 21.88 20.42 21.2 22.02 22.2 21.55 19.75 17.81 15.15	1.375	0
