22.0 19.56 19.36	9.0 0.78 0.0	16.44 11.91	1.0	0
27.0 18.35 14.94 14.43	23.0 11.6 2.04 0.0	22.8 19.12 15.75	1.5	0
41.0 40.75	1.0 0.0	9.15	0.5	0
47.0 37.98 32.56 30.43 30.19	22.0 14.1 7.57 0.95 0.0	15.8 13.07 13.25 7.17	2.0	0
46.0 44.75	5.0 0.0	11.8	0.5	0
25.0 17.94 15.63	19.0 9.24 0.0	19.53 18.92	1.0	0
36.0 35.25	3.0 0.0	10.75	0.5	0
37.0 35.5	6.0 0.0	12.77	0.5	0
28.0 27.75	1.0 0.0	7.08	0.5	0
41.0 39.5	6.0 0.0	13.36	0.5	0
28.0 16.94 11.87 10.6	29.0 15.22 5.08 0.0	27.56 20.27 19.31	1.5	0
24.0 23.25	3.0 0.0	11.27	0.5	0
41.0 30.99 25.3 23.1 22.84	25.0 15.04 7.72 1.06 0.0	19.93 14.64 13.32 10.41	2.0	0
32.0 30.5	6.0 0.0	12.37	0.5	0
23.0 15.94 13.63	19.0 9.23 0.0	19.54 19.77	1.0	0
37.0 32.17 30.58 30.57	13.0 6.32 0.04 0.0	13.36 12.56 5.3	1.5	0
23.0 21.5	6.0 0.0	14.48	0.5	0
25.0 14.42 9.96 9.07	28.0 14.3 3.55 0.0	27.4 21.51 18.3	1.5	0
47.0 37.06 31.0 28.47 28.06	24.0 15.78 8.48 1.65 0.0	16.44 14.6 13.66 8.13	2.0	0
21.0 19.5	6.0 0.0	16.22	0.5	0
39.0 28.65 22.87 20.94 20.93	26.0 15.41 7.7 0.04 0.0	21.17 15.41 15.32 9.27	2.0	0
37.0 32.17 30.58 30.57	13.0 6.32 0.04 0.0	13.36 12.56 5.3	1.5	0
39.0 31.77 28.58 27.87	19.0 9.93 2.83 0.0	18.14 14.19 9.63	1.5	0
42.0 32.89 27.96 26.38 26.38	23.0 13.44 6.29 0.02 0.0	19.13 14.29 12.54 5.06	2.0	0
43.0 39.94 39.13	9.0 3.25 0.0	11.5 12.06	1.0	0
44.0 32.38 25.45 22.58 22.02	28.0 18.49 9.23 2.25 0.0	19.02 18.51 13.95 12.5	2.0	0
35.0 26.61 22.65 21.58	22.0 11.57 4.26 0.0	20.85 14.62 13.88	1.5	0
35.0 29.23 26.88 26.55	15.0 8.07 1.33 0.0	13.87 13.48 7.59	1.5	0
25.0 18.69 16.63	17.0 8.24 0.0	17.52 18.34	1.0	0
24.0 22.25 22.25	7.0 0.01 0.0	13.98 8.12	1.0	0
49.0 43.81 40.84 40.06	12.0 8.76 3.14 0.0	6.49 11.24 12.28	1.5	0
36.0 32.7 31.9	10.0 3.19 0.0	13.62 10.33	1.0	0
31.0 30.75	1.0 0.0	7.31	0.5	0
44.0 35.7 31.31 29.97	21.0 12.2 5.35 0.0	17.6 13.7 11.92	1.5	0
24.0 22.25 22.25	7.0 0.01 0.0	13.98 8.12	1.0	0
37.0 25.82 19.6 17.57	28.0 16.73 8.13 0.0	22.55 17.2 17.81	1.5	0
33.0 30.68 30.36	8.0 1.27 0.0	13.45 7.74	1.0	0
45.0 40.75 39.25	11.0 5.99 0.0	10.01 13.42	1.0	0
33.0 31.12 30.99	7.0 0.52 0.0	12.96 6.42	1.0	0
39.0 33.09 30.49 30.04	15.0 8.64 1.78 0.0	12.73 13.72 8.48	1.5	0
39.0 33.59 31.43 31.18	14.0 7.64 1.0 0.0	12.73 13.28 7.35	1.5	0
38.0 31.52 28.78 28.28	17.0 8.94 2.02 0.0	16.13 13.85 8.64	1.5	0
40.0 28.64 22.15 19.91 19.8	28.0 17.45 8.53 0.44 0.0	21.1 17.85 16.19 10.95	2.0	0
42.0 35.94 33.02 32.42	15.0 9.24 2.42 0.0	11.51 13.64 9.6	1.5	0
27.0 26.5	2.0 0.0	8.58	0.5	0
23.0 22.25	3.0 0.0	12.59	0.5	0
34.0 32.12 31.99	7.0 0.52 0.0	12.96 6.51	1.0	0
34.0 31.68 31.36	8.0 1.27 0.0	13.45 7.84	1.0	0
45.0 40.23 38.31 38.16	12.0 7.09 0.59 0.0	9.82 13.01 7.54	1.5	0
38.0 29.54 25.46 24.34	22.0 11.82 4.48 0.0	20.36 14.68 11.25	1.5	0
20.0 8.58 3.79 2.92	30.0 15.67 3.48 0.0	28.66 24.38 18.86	1.5	0
45.0 42.36 41.72	8.0 2.55 0.0	10.9 12.29	1.0	0
32.0 21.13 15.62 13.98	28.0 15.49 6.55 0.0	25.03 17.87 19.43	1.5	0
31.0 20.67 15.77 14.46	27.0 14.33 5.26 0.0	25.35 18.14 18.95	1.5	0
27.0 18.35 14.94 14.43	23.0 11.6 2.04 0.0	22.8 19.12 15.75	1.5	0
27.0 19.55 16.92 16.74	20.0 9.82 0.72 0.0	20.35 18.19 12.98	1.5	0
22.0 20.75	5.0 0.0	14.93	0.5	0
35.0 26.2 21.94 20.73	23.0 12.2 4.83 0.0	21.6 14.75 14.9	1.5	0
35.0 32.68 32.36	8.0 1.27 0.0	13.45 7.97	1.0	0
49.0 37.92 30.97 27.98 27.36	26.0 18.32 9.49 2.47 0.0	15.35 17.66 14.04 9.2	2.0	0
28.0 24.31 23.37	11.0 3.75 0.0	14.5 11.53	1.0	0
25.0 19.87 18.24	14.0 6.52 0.0	14.97 17.19	1.0	0
45.0 32.82 25.39 22.17 21.45	29.0 19.73 10.0 2.89 0.0	18.54 19.45 14.22 13.5	2.0	0
40.0 34.04 31.36 30.88	15.0 8.82 1.92 0.0	12.37 13.8 8.76	1.5	0
33.0 23.0 18.07 16.64	26.0 13.99 5.72 0.0	24.02 16.54 18.06	1.5	0
50.0 44.3 40.73 39.61	13.0 9.81 4.47 0.0	6.38 10.68 13.19	1.5	0
42.0 33.36 28.87 27.51	22.0 12.54 5.43 0.0	18.93 14.21 11.98	1.5	0
45.0 44.5	2.0 0.0	13.04	0.5	0
31.0 19.72 13.99 12.3	29.0 16.14 6.77 0.0	25.71 18.75 20.08	1.5	0
50.0 39.39 32.72 29.84 29.28	25.0 17.45 9.24 2.26 0.0	15.1 16.41 13.96 9.02	2.0	0
41.0 34.73 31.92 31.38	16.0 9.09 2.14 0.0	13.82 13.9 9.11	1.5	0
28.0 22.86 21.22	14.0 6.55 0.0	14.89 14.87	1.0	0
48.0 47.75	1.0 0.0	14.08	0.5	0
40.0 39.5	2.0 0.0	10.65	0.5	0
35.0 34.0	4.0 0.0	11.37	0.5	0
22.0 13.36 10.28 10.09	23.0 11.55 0.75 0.0	22.89 21.61 14.95	1.5	0
25.0 17.16 14.4 14.24	21.0 10.38 0.65 0.0	21.25 19.45 13.74	1.5	0
